CVEID,DESCRIPTION,CONFIDENTIALITY,INTEGRITY,TECH IMPACT
CVE-2023-21930,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JSSE). Supported versions that are affected are Oracle Java SE: 8u361, 8u361-perf, 11.0.18, 17.0.6, 20; Oracle GraalVM Enterprise Edition: 20.3.9, 21.3.5 and 22.3.1. Difficult to exploit vulnerability allows unauthenticated attacker with network access via TLS to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data as well as unauthorized access to critical data or complete access to all Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 7.4 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N).",HIGH,HIGH,total
CVE-2017-0148,The SMBv1 server in Microsoft allows remote attackers to execute arbitrary code via crafted packets.,HIGH,HIGH,total
CVE-2022-22620,"Apple Webkit, which impacts iOS, iPadOS, and macOS, contains a vulnerability which allows for remote code execution.",HIGH,HIGH,total
CVE-2019-9670,Improper Restriction of XML External Entity Reference vulnerability affecting Synacor Zimbra Collaboration (ZCS).,HIGH,HIGH,total
CVE-2021-20021,A vulnerability in the SonicWall Email Security version 10.0.9.x allows an attacker to create an administrative account by sending a crafted HTTP request to the remote host.,HIGH,HIGH,total
CVE-2022-21587,Oracle E-Business Suite contains an unspecified vulnerability that allows an unauthenticated attacker with network access via HTTP to compromise Oracle Web Applications Desktop Integrator.,HIGH,HIGH,total
CVE-2016-7193,Microsoft Office contains a memory corruption vulnerability which can allow for remote code execution.,HIGH,HIGH,total
CVE-2018-8120,A privilege escalation vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory.,HIGH,HIGH,total
CVE-2022-42827,Apple iOS and iPadOS kernel contain an out-of-bounds write vulnerability which can allow an application to perform code execution with kernel privileges.,HIGH,HIGH,total
CVE-2016-0189,"The Microsoft JScript nd VBScript engines, as used in Internet Explorer and other products, allow attackers to execute remote code or cause a denial of service (memory corruption) via a crafted web site.",HIGH,HIGH,total
CVE-2021-30883,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for remote code execution.",HIGH,HIGH,total
CVE-2023-21923,"Vulnerability in the Oracle Health Sciences InForm product of Oracle Health Sciences Applications (component: Core). Supported versions that are affected are Prior to 6.3.1.3 and Prior to 7.0.0.1. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise Oracle Health Sciences InForm. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Health Sciences InForm accessible data as well as unauthorized access to critical data or complete access to all Oracle Health Sciences InForm accessible data and unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Health Sciences InForm. CVSS 3.1 Base Score 8.3 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L).",HIGH,HIGH,total
CVE-2020-10199,Sonatype Nexus Repository before 3.21.2 allows JavaEL Injection (issue 1 of 2).,HIGH,HIGH,total
CVE-2020-1147,"A remote code execution vulnerability exists in .NET Framework, Microsoft SharePoint, and Visual Studio when the software fails to check the source markup of XML file input.",HIGH,HIGH,total
CVE-2022-22675,macOS Monterey contains an out-of-bounds write vulnerability that could allow an application to execute arbitrary code with kernel privileges.,HIGH,HIGH,total
CVE-2021-1497,"Multiple vulnerabilities in the web-based management interface of Cisco HyperFlex HX could allow an unauthenticated, remote attacker to perform command injection attacks against an affected device.",HIGH,HIGH,total
CVE-2020-3837,"Apple iOS, iPadOS, macOS, tvOS, and watchOS contain a memory corruption vulnerability that could allow an application to execute code with kernel privileges.",HIGH,HIGH,total
CVE-2017-8540,"The Microsoft Malware Protection Engine running on Microsoft Forefront and Microsoft Defender on Microsoft Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, and 1703, and Windows Server 2016, Microsoft Exchange Server 2013 and 2016, does not properly scan a specially crafted file leading to memory corruption. aka ""Microsoft Malware Protection Engine Remote Code Execution Vulnerability"".",HIGH,HIGH,total
CVE-2022-4135,"Google Chromium GPU contains a heap buffer overflow vulnerability that allows a remote attacker who has compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",HIGH,HIGH,total
CVE-2018-14839,LG N1A1 NAS 3718.510 is affected by a remote code execution vulnerability.,HIGH,HIGH,total
CVE-2021-38646,Microsoft Office Access Connectivity Engine contains an unspecified vulnerability which can allow for remote code execution.,HIGH,HIGH,total
CVE-2020-24557,"A vulnerability in Trend Micro Apex One and Worry-Free Business Security 10.0 SP1 on Microsoft Windows may allow an attacker to manipulate a particular product folder to disable the security temporarily, abuse a specific Windows function and attain privilege escalation",HIGH,HIGH,total
CVE-2022-41125,Microsoft Windows Cryptographic Next Generation (CNG) Key Isolation Service contains an unspecified vulnerability which allows an attacker to gain SYSTEM-level privileges.,HIGH,HIGH,total
CVE-2019-3929,"Multiple Crestron products are vulnerable to command injection via the file_transfer.cgi HTTP endpoint. A remote, unauthenticated attacker can use this vulnerability to execute operating system commands as root.",HIGH,HIGH,total
CVE-2017-0143,"The SMBv1 server allows remote attackers to execute arbitrary code via crafted packets, aka ""Windows SMB Remote Code Execution Vulnerability."" This vulnerability is different from those described in CVE-2017-0144, CVE-2017-0145, CVE-2017-0146, and CVE-2017-0148.",HIGH,HIGH,total
CVE-2023-28983,"An OS Command Injection vulnerability in gRPC Network Operations Interface (gNOI) server module of Juniper Networks Junos OS Evolved allows an authenticated, low privileged, network based attacker to inject shell commands and execute code. This issue affects Juniper Networks Junos OS Evolved 21.4 version 21.4R1-EVO and later versions prior to 22.1R1-EVO.",HIGH,HIGH,total
CVE-2017-0005,The Graphics Device Interface (GDI) in Microsoft Windows allows local users to gain privileges via a crafted application.,HIGH,HIGH,total
CVE-2018-11776,Apache Struts versions 2.3 to 2.3.34 and 2.5 to 2.5.16 contain a vulnerability which can allow for remote code execution.,HIGH,HIGH,total
CVE-2022-41082,"Microsoft Exchange Server contains an unspecified vulnerability which allows for authenticated remote code execution. Dubbed ""ProxyNotShell,"" this vulnerability is chainable with CVE-2022-41040 which allows for the remote code execution.",HIGH,HIGH,total
CVE-2016-1010,Integer overflow vulnerability in Adobe Flash Player and AIR allows attackers to execute code.,HIGH,HIGH,total
CVE-2022-26500,The Veeam Distribution Service in the Backup & Replication application allows unauthenticated users to access internal API functions. A remote attacker can send input to the internal API which may lead to uploading and executing of malicious code.,HIGH,HIGH,total
CVE-2017-15944,"Palo Alto Networks PAN-OS contains multiple, unspecified vulnerabilities which can allow for remote code execution when chained.",HIGH,HIGH,total
CVE-2018-8453,Microsoft Windows Win32k contains a vulnerability which allows an attacker to escalate privileges.,HIGH,HIGH,total
CVE-2021-27561,"Yealink Device Management (DM) 3.6.0.20 allows command injection as root via the /sm/api/v1/firewall/zone/services URI, without authentication",HIGH,HIGH,total
CVE-2021-28663,"The Arm Mali GPU kernel driver allows privilege escalation or information disclosure because GPU memory operations are mishandled, leading to a use-after-free. This affects Bifrost r0p0 through r28p0 before r29p0, Valhall r19p0 through r28p0 before r29p0, and Midgard r4p0 through r30p0.",HIGH,HIGH,total
CVE-2020-1054,A privilege escalation vulnerability exists in Windows when the Windows kernel-mode driver fails to properly handle objects in memory,HIGH,HIGH,total
CVE-2018-8174,"A remote code execution vulnerability exists in the way that the VBScript engine handles objects in memory, aka ""Windows VBScript Engine Remote Code Execution""",HIGH,HIGH,total
CVE-2021-42237,Sitcore XP contains an insecure deserialization vulnerability which can allow for remote code execution.,HIGH,HIGH,total
CVE-2020-9818,Processing a maliciously crafted mail message may lead to unexpected memory modification or application termination.,HIGH,HIGH,total
CVE-2016-5198,Google Chromium V8 Engine contains an out-of-bounds memory vulnerability.,HIGH,HIGH,total
CVE-2019-13272,Kernel/ptrace.c in Linux kernel mishandles contains an improper privilege management vulnerability which allows local users to obtain root access.,HIGH,HIGH,total
CVE-2021-31755,Tenda AC11 devices with firmware through 02.03.01.104_CN contain a stack buffer overflow vulnerability in /goform/setmac which allows for arbitrary execution.,HIGH,HIGH,total
CVE-2021-21206,Use after free in Blink in Google Chrome prior to 89.0.4389.128 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,HIGH,HIGH,total
CVE-2022-24706,Apache CouchDB contains an insecure default initialization of resource vulnerability which can allow an attacker to escalate to administrative privileges.,HIGH,HIGH,total
CVE-2021-35211,Microsoft discovered a remote code execution (RCE) vulnerability in the SolarWinds Serv-U product utilizing a Remote Memory Escape Vulnerability.,HIGH,HIGH,total
CVE-2019-11043,"In some versions of PHP in certain configurations of FPM setup, it is possible to cause FPM module to write past allocated buffers allowing the possibility of remote code execution.",HIGH,HIGH,total
CVE-2019-7286,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for privilege escalation.",HIGH,HIGH,total
CVE-2018-14558,"Issue on Tenda AC7 devices with firmware through V15.03.06.44_CN(AC7), AC9 devices with firmware through V15.03.05.19(6318)_CN(AC9), and AC10 devices with firmware through V15.03.06.23_CN(AC10). A command Injection vulnerability allows attackers to execute arbitrary OS commands via a crafted goform/setUsbUnload request. This occurs because the ""formsetUsbUnload"" function executes a dosystemCmd function with untrusted input.",HIGH,HIGH,total
CVE-2022-42856,Apple iOS contains a type confusion vulnerability when processing maliciously crafted web content leading to code execution.,HIGH,HIGH,total
CVE-2022-27925,"Zimbra Collaboration (ZCS) contains flaw in the mboximport functionality, allowing an authenticated attacker to upload arbitrary files to perform remote code execution. This vulnerability was chained with CVE-2022-37042 which allows for unauthenticated remote code execution.",HIGH,HIGH,total
CVE-2016-3643,"SolarWinds Virtualization Manager 6.3.1 and earlier allow local users to gain privileges by leveraging a misconfiguration of sudo, as demonstrated by ""sudo cat /etc/passwd.""",HIGH,HIGH,total
CVE-2022-21882,Microsoft Win32k contains an unspecified vulnerability which allows for privilege escalation.,HIGH,HIGH,total
