CVE ID,CVE Description,AV,AC,PR,UI,Automatable,Barrier
CVE-2021-40867,"Certain NETGEAR smart switches are affected by an authentication hijacking race-condition vulnerability by an unauthenticated attacker who uses the same source IP address as an admin in the process of logging in (e.g., behind the same NAT device, or already in possession of a foothold on an admin's machine). This occurs because the multi-step HTTP authentication process is effectively tied only to the source IP address. This affects GC108P before 1.0.8.2, GC108PP before 1.0.8.2, GS108Tv3 before 7.0.7.2, GS110TPP before 7.0.7.2, GS110TPv3 before 7.0.7.2, GS110TUP before 1.0.5.3, GS308T before 1.0.3.2, GS310TP before 1.0.3.2, GS710TUP before 1.0.5.3, GS716TP before 1.0.4.2, GS716TPP before 1.0.4.2, GS724TPP before 2.0.6.3, GS724TPv2 before 2.0.6.3, GS728TPPv2 before 6.0.8.2, GS728TPv2 before 6.0.8.2, GS750E before 1.0.1.10, GS752TPP before 6.0.8.2, GS752TPv2 before 6.0.8.2, MS510TXM before 1.0.4.2, and MS510TXUP before 1.0.4.2.",ADJACENT,HIGH,LOW,NONE,YES,None
CVE-2021-20119,The password change utility for the Arris SurfBoard SB8200 can have safety measures bypassed that allow any logged-in user to change the administrator password.,ADJACENT,HIGH,LOW,NONE,YES,None
CVE-2021-3752,"A use-after-free flaw was found in the Linux kernel's Bluetooth subsystem in the way user calls connect to the socket and disconnect simultaneously due to a race condition. This flaw allows a user to crash the system or escalate their privileges. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability.",ADJACENT,HIGH,LOW,NONE,NO,Weaponization
CVE-2022-3564,A vulnerability classified as critical was found in Linux Kernel. Affected by this vulnerability is the function l2cap_reassemble_sdu of the file net/bluetooth/l2cap_core.c of the component Bluetooth. The manipulation leads to use after free. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-211087.,ADJACENT,HIGH,LOW,NONE,NO,Weaponization
CVE-2022-3566,"A vulnerability, which was classified as problematic, was found in Linux Kernel. This affects the function tcp_getsockopt/tcp_setsockopt of the component TCP Handler. The manipulation leads to race condition. It is recommended to apply a patch to fix this issue. The identifier VDB-211089 was assigned to this vulnerability.",ADJACENT,HIGH,LOW,NONE,NO,Weaponization
CVE-2022-3567,A vulnerability has been found in Linux Kernel and classified as problematic. This vulnerability affects the function inet6_stream_ops/inet6_dgram_ops of the component IPv6 Handler. The manipulation leads to race condition. It is recommended to apply a patch to fix this issue. VDB-211090 is the identifier assigned to this vulnerability.,ADJACENT,HIGH,LOW,NONE,NO,Weaponization
CVE-2022-41064,.NET Framework Information Disclosure Vulnerability.,ADJACENT,HIGH,LOW,NONE,NO,Weaponization
CVE-2017-12732,"A Stack-based Buffer Overflow issue was discovered in GE CIMPLICITY Versions 9.0 and prior. A function reads a packet to indicate the next packet length. The next packet length is not verified, allowing a buffer overwrite that could lead to an arbitrary remote code execution.",ADJACENT,HIGH,LOW,REQUIRED,NO,Weaponization
CVE-2017-0301,"In F5 BIG-IP APM software versions 11.5.0, 11.5.1, 11.5.2, 11.5.3, 11.5.4, 11.6.0, 11.6.1, 12.0.0, 12.1.0, 12.1.1 and 12.1.2 BIG-IP APM portal access requests do not return the intended resources in some cases. This may allow access to internal BIG-IP APM resources, however the application resources and backend servers are unaffected.",ADJACENT,HIGH,LOW,REQUIRED,NO,Weaponization
CVE-2017-0099,"Hyper-V in Microsoft Windows Vista SP2; Windows Server 2008 SP2 and 2008 R2; Windows 7 SP1; Windows 8.1; Windows Server 2012 Gold and R2; Windows 10 Gold, 1511, and 1607; and Windows Server 2016 allows guest OS users, running as virtual machines, to cause a denial of service via a crafted application, aka ""Hyper-V Denial of Service Vulnerability."" This vulnerability is different from those described in CVE-2017-0098, CVE-2017-0074, CVE-2017-0076, and CVE-2017-0097.",ADJACENT,HIGH,HIGH,NONE,NO,Weaponization
CVE-2017-0109,"Hyper-V in Microsoft Windows Vista SP2; Windows Server 2008 SP2 and R2; Windows 7 SP1; Windows 8.1; Windows Server 2012 Gold and R2; Windows 10 Gold, 1511, and 1607; and Windows Server 2016 allows guest OS users to execute arbitrary code on the host OS via a crafted application, aka ""Hyper-V Remote Code Execution Vulnerability."" This vulnerability is different from that described in CVE-2017-0075.",ADJACENT,HIGH,HIGH,NONE,NO,Reconnaissance
CVE-2017-0162,"A remote code execution vulnerability exists when Windows Hyper-V Network Switch running on a Windows 10, Windows 8.1, Windows Server 2012 R2, or Windows Server 2016 host server fails to properly validate input from an authenticated user on a guest operating system, aka ""Hyper-V Remote Code Execution Vulnerability."" This CVE ID is unique from CVE-2017-0163, CVE-2017-0180, and CVE-2017-0181.",ADJACENT,HIGH,HIGH,NONE,NO,Reconnaissance
CVE-2017-0163,"A remote code execution vulnerability exists when Windows Hyper-V Network Switch running on a host server fails to properly validate input from an authenticated user on a guest operating system, aka ""Hyper-V Remote Code Execution Vulnerability."" This CVE ID is unique from CVE-2017-0162, CVE-2017-0180, and CVE-2017-0181.",ADJACENT,HIGH,HIGH,NONE,NO,Reconnaissance
CVE-2017-0169,"An information disclosure vulnerability exists when Windows Hyper-V running on a Windows 8.1, Windows Server 2012. or Windows Server 2012 R2 host operating system fails to properly validate input from an authenticated user on a guest operating system, aka ""Hyper-V Information Disclosure Vulnerability."" This CVE ID is unique from CVE-2017-0168.",ADJACENT,HIGH,HIGH,NONE,NO,Reconnaissance
CVE-2017-0178,"A denial of service vulnerability exists when Microsoft Hyper-V running on Windows 10, Windows 10 1511, Windows 10 1607, Windows 8.1, Windows Server 2012 R2, and Windows Server 2016 host server fails to properly validate input from a privileged user on a guest operating system, aka ""Hyper-V Denial of Service Vulnerability."" This CVE ID is unique from CVE-2017-0179, CVE-2017-0182, CVE-2017-0183, CVE-2017-0184, CVE-2017-0185, and CVE-2017-0186.",ADJACENT,HIGH,HIGH,NONE,NO,Delivery
CVE-2017-0180,"A remote code execution vulnerability exists when Windows Hyper-V Network Switch running on a host server fails to properly validate input from an authenticated user on a guest operating system, aka ""Hyper-V Remote Code Execution Vulnerability."" This CVE ID is unique from CVE-2017-0162, CVE-2017-0163, and CVE-2017-0181.",ADJACENT,HIGH,HIGH,NONE,NO,Reconnaissance
CVE-2017-0181,"A remote code execution vulnerability exists when Windows Hyper-V Network Switch running on a Windows 10 or Windows Server 2016 host server fails to properly validate input from an authenticated user on a guest operating system, aka ""Hyper-V Remote Code Execution Vulnerability."" This CVE ID is unique from CVE-2017-0162, CVE-2017-0163, and CVE-2017-0180.",ADJACENT,HIGH,HIGH,NONE,NO,Reconnaissance
CVE-2017-0184,"A denial of service vulnerability exists when Microsoft Hyper-V running on a host server fails to properly validate input from a privileged user on a guest operating system, aka ""Hyper-V Denial of Service Vulnerability."" This CVE ID is unique from CVE-2017-0178, CVE-2017-0179, CVE-2017-0182, CVE-2017-0183, CVE-2017-0185, and CVE-2017-0186.",ADJACENT,HIGH,HIGH,NONE,NO,Delivery
CVE-2017-0212,"Windows Hyper-V allows an elevation of privilege vulnerability when Microsoft Windows 10 Gold, 1511, 1607, and 1703, and Windows Server 2016 fail to properly validate vSMB packet data, aka ""Windows Hyper-V vSMB Elevation of Privilege Vulnerability"".",ADJACENT,HIGH,HIGH,NONE,NO,Weaponization
CVE-2017-13675,A denial of service (DoS) attack in Symantec Endpoint Encryption before SEE 11.1.3HF2 allows remote attackers to make a particular machine or network resource unavailable to its intended users by temporarily or indefinitely disrupting services of a specific host within a network.,ADJACENT,HIGH,HIGH,NONE,NO,Weaponization
CVE-2017-13679,A denial of service (DoS) attack in Symantec Encryption Desktop before SED 10.4.1 MP2HF1 allows remote attackers to make a particular machine or network resource unavailable to its intended users by temporarily or indefinitely disrupting services of a specific host within a network.,ADJACENT,HIGH,HIGH,NONE,NO,Weaponization
CVE-2017-15352,"Huawei OceanStor 2800 V3, V300R003C00, V300R003C20, OceanStor 5300 V3, V300R003C00, V300R003C10, V300R003C20, OceanStor 5500 V3, V300R003C00, V300R003C10, V300R003C20, OceanStor 5600 V3, V300R003C00, V300R003C10, V300R003C20, OceanStor 5800 V3, V300R003C00, V300R003C10, V300R003C20 have an improper access control vulnerability. Due to incorrectly restrict access to a resource, an attacker with high privilege may exploit the vulnerability to query some information or send specific message to cause some service abnormal.",ADJACENT,HIGH,HIGH,NONE,NO,Delivery
CVE-2018-5518,"On F5 BIG-IP 13.0.0-13.1.0.5 or 12.0.0-12.1.3.3, malicious root users with access to a VCMP guest can cause a disruption of service on adjacent VCMP guests running on the same host. Exploiting this vulnerability causes the vCMPd process on the adjacent VCMP guest to restart and produce a core file. This issue is only exploitable on a VCMP guest which is operating in ""host-only"" or ""bridged"" mode. VCMP guests which are ""isolated"" are not impacted by this issue and do not provide mechanism to exploit the vulnerability. Guests which are deployed in ""Appliance Mode"" may be impacted however the exploit is not possible from an Appliance Mode guest. To exploit this vulnerability root access on a guest system deployed as ""host-only"" or ""bridged"" mode is required.",ADJACENT,HIGH,HIGH,NONE,NO,Delivery
CVE-2018-0959,"A remote code execution vulnerability exists when Windows Hyper-V on a host server fails to properly validate input from an authenticated user on a guest operating system, aka ""Hyper-V Remote Code Execution Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",ADJACENT,HIGH,HIGH,NONE,NO,Reconnaissance
CVE-2018-0961,"A remote code execution vulnerability exists when Windows Hyper-V on a host server fails to properly validate vSMB packet data, aka ""Hyper-V vSMB Remote Code Execution Vulnerability."" This affects Windows Server 2016, Windows 10, Windows 10 Servers.",ADJACENT,HIGH,HIGH,NONE,NO,Weaponization
CVE-2018-8434,"An information disclosure vulnerability exists when Windows Hyper-V on a host operating system fails to properly validate input from an authenticated user on a guest operating system, aka ""Windows Hyper-V Information Disclosure Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",ADJACENT,HIGH,HIGH,NONE,NO,Reconnaissance
CVE-2019-2797,Vulnerability in the MySQL Server component of Oracle MySQL (subcomponent: Client programs). Supported versions that are affected are 5.7.26 and prior and 8.0.16 and prior. Difficult to exploit vulnerability allows high privileged attacker with access to the physical communication segment attached to the hardware where the MySQL Server executes to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.2 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:A/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H).,ADJACENT,HIGH,HIGH,NONE,NO,Delivery
CVE-2020-8838,"An issue was discovered in Zoho ManageEngine AssetExplorer 6.5. During an upgrade of the Windows agent, it does not validate the source and binary downloaded. This allows an attacker on an adjacent network to execute code with NT AUTHORITY/SYSTEM privileges on the agent machines by providing an arbitrary executable via a man-in-the-middle attack.",ADJACENT,HIGH,HIGH,NONE,YES,None
